season_id,episode_id,scene_id,utterance_id,speaker,emotion,tokens,sentences
trn,e12,c04,u005,Ross Geller,scared,"[['Oh', 'my', 'God', ',', 'what', 'happened', '?']]","Oh my God, what happened?"
trn,e12,c04,u006,Dean Lipson,sad,"[['Well', 'he', 'got', 'sick', ',', 'and', 'then', 'he', 'got', 'sicker', ',', 'and', 'then', 'he', 'got', 'a', 'little', 'better', 'but', 'then', 'he', 'died', '.']]","Well he got sick, and then he got sicker, and then he got a little better but then he died."
trn,e12,c04,u007,Ross Geller,scared,"[['I', 'ca', ""n't"", 'believe', 'this', '.']]",I can't believe this.
trn,e12,c04,u008,Dean Lipson,neutral,"[['I', ""'m"", 'sorry', 'Mr.', 'Geller', '.'], ['But', 'ya', 'know', ',', 'there', ""'s"", 'an', 'old', 'saying', ',', ""'"", 'Sometimes', 'monkeys', 'die', '.'], [""'"", 'It', ""'s"", 'not', 'a', 'great', 'saying', 'but', 'it', 'certainly', 'is', 'fitting', 'today', '.']]","I'm sorry Mr. Geller. But ya know, there's an old saying, 'Sometimes monkeys die.' It's not a great saying but it certainly is fitting today."
trn,e12,c04,u009,Ross Geller,angry,"[['Well', ',', 'ya', 'know', ',', 'someone', 'should', 'have', 'called', 'me', '.']]","Well, ya know, someone should have called me."
trn,e12,c04,u010,Dean Lipson,neutral,"[['I', ""'m"", 'sorry', '.'], ['Look', ',', 'I', 'know', 'this', 'ca', ""n't"", 'bring', 'him', 'back', 'but', 'here', ',', 'it', ""'s"", 'just', 'a', 'gesture', '.']]","I'm sorry. Look, I know this can't bring him back but here, it's just a gesture."
trn,e12,c04,u011,Ross Geller,angry,"[['Zoo', 'dollars', '?']]",Zoo dollars?
trn,e12,c04,u012,Dean Lipson,peaceful,"[['Yes', ',', 'and', 'come', 'see', 'the', 'bird', 'show', 'at', '4.', 'The', 'macaws', 'wear', 'hats', '.'], ['Well', 'it', ""'s"", 'a', 'lot', 'cuter', 'if', 'your', 'monkey', 'has', ""n't"", 'just', 'died', '.']]","Yes, and come see the bird show at 4. The macaws wear hats. Well it's a lot cuter if your monkey hasn't just died."
trn,e12,c05,u003,Kids,joy,"[['Ooohhh', '.']]",Ooohhh.
trn,e12,c05,u004,Phoebe Buffay,peaceful,"[['I', 'know', '.']]",I know.
trn,e12,c05,u005,Monica Geller,angry,"[['I', 'ca', ""n't"", 'believe', 'Joey', ""'s"", 'having', 'lunch', 'with', 'his', 'stalker', '.'], ['What', 'i', '-', ',', 'what', 'is', 'she', 'like', '.']]","I can't believe Joey's having lunch with his stalker. What i-, what is she like."
trn,e12,c05,u006,Chandler Bing,angry,"[['Well', ',', 'you', 'remember', 'Cathy', 'Bates', 'in', 'Misery', '?']]","Well, you remember Cathy Bates in Misery?"
trn,e12,c05,u007,Monica Geller,neutral,"[['Yeah', '.']]",Yeah.
trn,e12,c05,u008,Chandler Bing,peaceful,"[['Well', ',', 'she', 'looks', 'the', 'exact', 'opposite', 'of', 'that', '.']]","Well, she looks the exact opposite of that."
trn,e12,c05,u009,Rachel Green,angry,"[['And', 'she', ""'s"", 'not', 'crazy', '?']]",And she's not crazy?
trn,e12,c05,u010,Chandler Bing,peaceful,"[['Oh', 'no', 'no', 'no', ',', 'she', ""'s"", 'a', 'total', 'wack', 'job', '.'], ['Yeah', ',', 'she', 'thinks', 'that', 'Joey', 'is', 'actually', 'Dr.', 'Drake', 'Remore', '.']]","Oh no no no, she's a total wack job. Yeah, she thinks that Joey is actually Dr. Drake Remore."
trn,e12,c05,u011,Rachel Green,scared,"[['Oh', 'my', 'God', '.']]",Oh my God.
trn,e12,c05,u012,Monica Geller,scared,"[['Ah', ',', 'and', 'I', 'mean', ',', 'he', ""'s"", 'going', 'out', 'with', 'her', '?'], ['He', 'can', 'not', 'persue', 'this', '.']]","Ah, and I mean, he's going out with her? He can not persue this."
trn,e12,c05,u013,Chandler Bing,powerful,"[['Hey', ',', 'just', 'because', 'this', 'woman', 'thinks', 'she', 'can', 'actually', 'see', 'Joey', 'through', 'the', 'magical', 'box', 'in', 'her', 'living', 'room', 'does', ""n't"", 'mean', 'she', ""'s"", 'not', 'a', 'person', '.'], ['I', 'mean', ',', 'does', 'she', 'not', 'deserve', 'happiness', ',', 'does', 'she', 'not', 'deserve', 'love', '?'], ['What', ""'re"", 'you', 'lookin', ""'"", 'at', 'me', 'for', '?'], ['He', ""'s"", 'the', 'one', 'who', 'wants', 'to', 'boff', 'the', 'maniac', '.']]","Hey, just because this woman thinks she can actually see Joey through the magical box in her living room doesn't mean she's not a person. I mean, does she not deserve happiness, does she not deserve love? What're you lookin' at me for? He's the one who wants to boff the maniac."
trn,e12,c05,u014,Rob,peaceful,"[['You', 'OK', '?']]",You OK?
trn,e12,c05,u015,Phoebe Buffay,scared,"[['No', ',', 'uh-uh', ',', 'I', ""'m"", 'just', ',', 'I', ""'m"", 'nervous', '.'], ['So', ',', 'you', 'know', 'what', ',', 'maybe', 'if', 'I', 'just', ',', 'if', 'I', 'picture', 'them', 'all', 'in', 'their', 'underwear', '.']]","No, uh-uh, I'm just, I'm nervous. So, you know what, maybe if I just, if I picture them all in their underwear."
trn,e12,c05,u016,Rob,peaceful,"[['That', ""'s"", 'not', 'a', 'good', 'idea', ',', 'that', ""'s"", 'kinda', 'the', 'reason', 'the', 'last', 'guy', 'got', 'fired', '.']]","That's not a good idea, that's kinda the reason the last guy got fired."
trn,e12,c05,u017,Phoebe Buffay,scared,"[['I', ""'m"", 'just', ',', 'I', ""'m"", ',', 'I', ""'m"", ',', 'I', ""'m"", 'used', 'to', 'playing', 'for', 'grown', '-', 'ups', '.'], ['Ya', 'know', ',', 'they', 'just', ',', 'grown', '-', 'ups', 'drink', 'their', 'coffee', 'and', 'do', 'their', 'grown', '-', 'up', 'thing', ',', 'ya', 'know', ',', 'and', 'kids', 'listen', '.'], ['This', 'is', 'a', 'huge', 'responsibility', '.'], ['What', '?'], ['Are', 'you', 'gon', 'na', 'kiss', 'me', '?']]","I'm just, I'm, I'm, I'm used to playing for grown-ups. Ya know, they just, grown-ups drink their coffee and do their grown-up thing, ya know, and kids listen. This is a huge responsibility. What? Are you gonna kiss me?"
trn,e12,c05,u018,Ross Geller,powerful,"[['I', 'was', 'thinkin', ""'"", 'about', 'it', '.']]",I was thinkin' about it.
trn,e12,c05,u019,Phoebe Buffay,joy,"[['OK', '.'], ['OK', ',', 'alrighty', ',', 'let', ""'s"", 'play', 'some', 'tunes', '.'], ['Hi', 'everybody', ',', 'I', ""'m"", 'Phoebe']]","OK. OK, alrighty, let's play some tunes. Hi everybody, I'm Phoebe"
trn,e12,c05,u020,#ALL#,joy,"[['Hi', 'Phoebe', '.']]",Hi Phoebe.
trn,e12,c05,u021,Phoebe Buffay,joy,"[['OK', ',', 'um', ',', 'I', ""'m"", 'gon', 'na', 'play', ',', 'um', ',', 'some', 'songs', 'about', 'grandparents', ',', 'OK', '.'], ['Now', ',', 'grandma', ""'s"", 'a', 'person', 'who', 'everyone', 'likes', ',', 'she', 'bought', 'you', 'a', 'train', 'and', 'a', 'bright', ',', 'shiny', 'bike', '.'], ['But', 'lately', 'she', 'has', ""n't"", 'been', 'coming', 'to', 'dinner', ',', 'And', 'last', 'time', 'you', 'saw', 'her', 'she', 'looked', 'so', 'much', 'thinner', '.'], ['Now', ',', 'your', 'mom', 'and', 'your', 'dad', 'said', 'she', 'moved', 'to', 'Peru', ',', 'but', 'the', 'truth', 'is', 'she', 'died', 'and', 'some', 'day', 'you', 'will', 'too', '.'], ['La', '-', 'la', '-', 'la', 'la', 'la', '-', 'la', '-', 'la', 'la', 'la', '-', 'la', '-', 'la', 'la', '...']]","OK, um, I'm gonna play, um, some songs about grandparents, OK. Now, grandma's a person who everyone likes, she bought you a train and a bright, shiny bike. But lately she hasn't been coming to dinner, And last time you saw her she looked so much thinner. Now, your mom and your dad said she moved to Peru, but the truth is she died and some day you will too. La-la-la la la-la-la la la-la-la la..."
trn,e12,c06,u002,Erica Ford,joy,"[['Oh', ',', 'Drake', ',', 'is', ""n't"", 'it', 'amazing', '?']]","Oh, Drake, isn't it amazing?"
trn,e12,c06,u003,Joey Tribbiani,scared,"[['Yeah', 'it', 'is', '.'], ['.'], ['.'], ['what', '?']]",Yeah it is. . . what?
trn,e12,c06,u004,Erica Ford,peaceful,"[['Well', ',', 'here', 'we', 'sit', ',', 'devil', 'may', 'care', ',', 'just', 'a', 'little', 'while', 'ago', 'you', 'were', 'reattaching', 'someone', ""'s"", 'spinal', 'cord', '.']]","Well, here we sit, devil may care, just a little while ago you were reattaching someone's spinal cord."
trn,e12,c06,u005,Joey Tribbiani,peaceful,"[['Yeah', ',', 'that', 'was', 'a', 'tricky', 'one', '.'], ['In', 'reality', ',', 'that', 'operation', 'takes', 'like', ',', 'over', '10', 'hours', ',', 'but', 'they', 'only', 'showed', 'it', 'for', '2', 'minites', '.']]","Yeah, that was a tricky one. In reality, that operation takes like, over 10 hours, but they only showed it for 2 minites."
trn,e12,c06,u006,Erica Ford,neutral,"[['Who', ""'s"", 'they', '?']]",Who's they?
trn,e12,c06,u007,Joey Tribbiani,neutral,"[['No', 'one', '.']]",No one.
trn,e12,c06,u008,Erica Ford,joy,"[['Oh', 'Drake', ',', 'you', 'are', 'so', 'talented', ',', 'let', 'me', 'see', 'those', 'hands', '.'], ['Oh', 'these', 'hands', ',', 'these', 'beautiful', 'hands', ',', 'oh', 'I', 'could', 'just', 'eat', 'them', '.'], ['.'], ['.'], ['but', 'I', 'wo', ""n't"", '.']]","Oh Drake, you are so talented, let me see those hands. Oh these hands, these beautiful hands, oh I could just eat them. . . but I won't."
trn,e12,c06,u009,Joey Tribbiani,joy,"[['Good', ',', 'otherwise', 'my', 'watch', 'would', 'fall', 'off', '.']]","Good, otherwise my watch would fall off."
trn,e12,c06,u010,Erica Ford,joy,"[['No', ',', 'seriously', '.'], ['These', 'hands', '.'], ['These', 'miracle', ',', 'magical', ',', 'life', '-', 'giving', 'hands', '.'], ['Oh', ',', 'just', 'to', 'be', 'near', 'them', ',', 'touch', 'them', ',', 'maybe', 'even', 'lick', 'one', '?']]","No, seriously. These hands. These miracle, magical, life-giving hands. Oh, just to be near them, touch them, maybe even lick one?"
trn,e12,c06,u011,Joey Tribbiani,joy,"[['Alright', ',', 'just', 'one', '.'], ['Wow', ',', 'you', ""'re"", 'good', 'at', 'that', '.']]","Alright, just one. Wow, you're good at that."
trn,e12,c06,u012,Waiter,scared,"[['Oh', 'my', 'God', '!'], ['Someone', ',', 'he', ""'s"", 'choking', '.'], ['Is', 'anyone', 'here', 'a', 'doctor', '?']]","Oh my God! Someone, he's choking. Is anyone here a doctor?"
trn,e12,c06,u013,Erica Ford,peaceful,"[['Well', ',', 'yes', ',', 'yes', ',', 'the', 'best', 'doctor', 'in', 'all', 'of', 'Salem', ',', 'Dr.', 'Drake', 'Remore', '.']]","Well, yes, yes, the best doctor in all of Salem, Dr. Drake Remore."
trn,e12,c08,u002,Erica Ford,scared,"[['I', 'do', ""n't"", 'understand', ',', 'why', 'did', ""n't"", 'you', 'help', 'that', 'man', '?']]","I don't understand, why didn't you help that man?"
trn,e12,c08,u003,Joey Tribbiani,neutral,"[['Uhh', ',', 'cause', ',', 'uhh', ',', 'I', ""'m"", 'a', 'neurosurgeon', 'and', 'that', 'was', 'clearly', 'a', 'case', 'of', ',', 'uh', ',', 'uh', ',', 'foodal', 'chokage', '.'], ['Alright', ',', 'look', ',', 'I', 'got', 'to', 'tell', 'you', 'something', '.']]","Uhh, cause, uhh, I'm a neurosurgeon and that was clearly a case of, uh, uh, foodal chokage. Alright, look, I got to tell you something."
trn,e12,c08,u004,Erica Ford,angry,"[['No', ',', 'no', 'no', 'no', ',', 'you', 'do', ""n't"", 'have', 'to', 'tell', 'me', 'anything', '.'], ['You', 'do', ""n't"", 'have', 'to', 'explain', 'yourself', 'to', 'me', '.'], ['Ooh', ',', 'who', 'am', 'I', 'to', 'question', 'the', 'great', 'Dr.', 'Drake', 'Remore', '?']]","No, no no no, you don't have to tell me anything. You don't have to explain yourself to me. Ooh, who am I to question the great Dr. Drake Remore?"
trn,e12,c08,u005,Joey Tribbiani,neutral,"[['But', 'that', ""'s"", 'what', '...']]",But that's what...
trn,e12,c08,u006,Erica Ford,peaceful,"[['I', 'should', 'just', 'be', 'happy', 'to', 'be', 'near', 'you', '.']]",I should just be happy to be near you.
trn,e12,c08,u007,Joey Tribbiani,joy,"[['Hey', 'I', '-']]",Hey I-
trn,e12,c08,u008,Erica Ford,neutral,"[['Hey', 'what', '?']]",Hey what?
trn,e12,c08,u009,Joey Tribbiani,joy,"[['That', ""'s"", 'it', ',', 'just', 'hey', '.'], ['Like', 'at', 'the', 'end', 'of', 'a', 'dance', ',', 'HEY', '!'], ['Hey', '.'], ['He', '-', 'hey', '.']]","That's it, just hey. Like at the end of a dance, HEY! Hey. He-hey."
trn,e12,c09,u002,Phoebe Buffay,neutral,"[['There', ""'ll"", 'be', 'times', 'when', 'you', 'get', 'older', 'when', 'you', ""'ll"", 'want', 'to', 'sleep', 'with', 'people', 'just', 'to', 'make', 'them', 'like', 'you', '.'], ['.'], ['.'], ['But', 'do', ""n't"", '.'], ['Cause', 'that', ""'s"", 'another', 'thing', 'that', 'you', 'do', ""n't"", 'wan', 'na', 'do', ',', 'everybody', 'That', ""'s"", 'another', 'thing', 'that', 'you', 'do', ""n't"", 'wan', 'na', 'do', '.']]","There'll be times when you get older when you'll want to sleep with people just to make them like you. . . But don't. Cause that's another thing that you don't wanna do, everybody That's another thing that you don't wanna do."
trn,e12,c09,u003,Monica Geller,joy,"[['Excellent', '!']]",Excellent!
trn,e12,c09,u004,Chandler Bing,joy,"[['Very', 'informative', '!']]",Very informative!
trn,e12,c09,u005,Rachel Green,neutral,"[['Not', 'at', 'all', 'inappropriate', '!']]",Not at all inappropriate!
trn,e12,c09,u006,Phoebe Buffay,joy,"[['Thank', 'you', 'for', 'coming', 'everybody', '.'], ['There', ""'re"", 'cookies', 'in', 'the', 'back', '.']]",Thank you for coming everybody. There're cookies in the back.
trn,e12,c09,u007,Rob,peaceful,"[['That', 'was', 'great', ',', 'the', 'kids', 'loved', 'you', '.']]","That was great, the kids loved you."
trn,e12,c09,u008,Phoebe Buffay,powerful,"[['Yay', ',', 'I', 'rock', '.']]","Yay, I rock."
trn,e12,c09,u009,Rob,joy,"[['And', 'you', 'know', 'why', '?'], ['Because', 'you', 'told', 'the', 'truth', ',', 'and', 'nobody', 'ever', 'tells', 'kids', 'the', 'truth', '.'], ['You', 'were', 'incredible', '.']]","And you know why? Because you told the truth, and nobody ever tells kids the truth.You were incredible."
trn,e12,c09,u010,Phoebe Buffay,scared,"[['But', '.']]",But.
trn,e12,c09,u011,Rob,neutral,"[['How', 'did', 'you', 'know', 'there', 'was', 'a', 'but', '?']]",How did you know there was a but?
trn,e12,c09,u012,Phoebe Buffay,neutral,"[['I', 'sense', 'these', 'things', '.'], ['It', 'was', 'either', 'but', 'or', 'butter', '.']]",I sense these things. It was either but or butter.
trn,e12,c09,u013,Rob,joy,"[['The', 'thing', 'is', ',', 'I', 'think', 'some', 'of', 'the', 'parents', ',', 'they', 'were', 'kinda', 'hopin', ""'"", 'that', 'you', ""'d"", 'play', 'more', 'songs', 'about', 'like', ',', 'barnyard', 'animals', '.']]","The thing is, I think some of the parents, they were kinda hopin' that you'd play more songs about like, barnyard animals."
trn,e12,c09,u014,Phoebe Buffay,peaceful,"[['I', 'can', 'do', 'that', '.']]",I can do that.
trn,e12,c09,u015,Rob,peaceful,"[['Really', '?']]",Really?
trn,e12,c09,u016,Phoebe Buffay,neutral,"[['Yeah', '.']]",Yeah.
trn,e12,c09,u017,Rob,joy,"[['Because', 'that', 'would', 'be', 'fantastic', '.'], ['What', '?'], ['You', 'wan', 'na', 'kiss', 'me', '?']]",Because that would be fantastic. What? You wanna kiss me?
trn,e12,c09,u018,Phoebe Buffay,neutral,"[['Thinkin', ""'"", 'about', 'it', '.']]",Thinkin' about it.
trn,e12,c10,u002,Janitor,joy,"[['Ahh', ',', 'the', 'bat', '.'], ['Ambassador', 'of', 'darkness', ',', 'flitting', 'out', 'of', 'his', 'cave', 'like', 'a', 'winged', 'messenger', ',', 'sightless', 'spectre', 'of', 'the', 'macabe', '.']]","Ahh, the bat. Ambassador of darkness, flitting out of his cave like a winged messenger, sightless spectre of the macabe."
trn,e12,c10,u003,Ross Geller,neutral,"[['Buddy', ',', 'my', 'monkey', '?']]","Buddy, my monkey?"
trn,e12,c10,u004,Janitor,powerful,"[['Oh', ',', 'yeah', ',', 'right', '.'], ['There', 'was', 'a', 'break', '-', 'in', ',', 'few', 'months', 'back', ',', 'inside', 'job', '.'], ['Your', 'monkey', 'was', 'taken', '.']]","Oh, yeah, right. There was a break-in, few months back, inside job. Your monkey was taken."
trn,e12,c10,u005,Ross Geller,scared,"[['Oh', 'my', 'God', '.'], ['But', 'the', 'zoo', 'told', 'me', 'that', 'my', 'monkey', 'was', 'dead', '.']]",Oh my God. But the zoo told me that my monkey was dead.
trn,e12,c10,u006,Janitor,joy,"[['The', 'zoo', '!'], ['Do', 'you', 'believe', 'everything', 'the', 'zoo', 'tells', 'ya', '?']]",The zoo! Do you believe everything the zoo tells ya?
trn,e12,c10,u007,Ross Geller,scared,"[['That', ',', 'that', ""'s"", 'the', 'only', 'thing', 'the', 'zoo', ""'s"", 'ever', 'told', 'me', '.']]","That, that's the only thing the zoo's ever told me."
trn,e12,c10,u008,Janitor,scared,"[['Of', 'course', 'they', ""'re"", 'gon', 'na', 'say', 'he', ""'s"", 'dead', '.'], ['They', 'do', ""n't"", 'want', 'the', 'bad', 'publicity', '.'], ['It', ""'s"", 'all', 'a', 'great', 'big', 'cover', '-', 'up', '.'], ['Do', 'you', 'have', 'any', 'idea', 'how', 'high', 'up', 'this', 'thing', 'goes', '?']]",Of course they're gonna say he's dead. They don't want the bad publicity. It's all a great big cover-up. Do you have any idea how high up this thing goes?
trn,e12,c10,u009,Ross Geller,neutral,"[['That', 'guy', 'Lipson', '?']]",That guy Lipson?
trn,e12,c10,u010,Janitor,scared,"[['Lipson', 'knows', '.'], ['Do', 'you', 'have', 'any', 'idea', 'who', 'else', 'knows', '?']]",Lipson knows. Do you have any idea who else knows?
trn,e12,c10,u011,Ross Geller,neutral,"[['No', ',', 'I', ',', 'I', 'only', 'know', 'Lipson', '.']]","No, I, I only know Lipson."
trn,e12,c10,u012,Janitor,powerful,"[['Hmm', ',', 'Lipson', 'knows', 'huh', '?'], ['Ahh', ',', 'hello', 'Mr.', 'Opossum', ',', 'enigma', 'of', 'the', 'trees', ',', 'upside', '-', 'down', 'denizen', 'of', 'the', 'night', ',', 'taunting', 'gravity', 'with', '...']]","Hmm, Lipson knows huh? Ahh, hello Mr. Opossum, enigma of the trees, upside-down denizen of the night, taunting gravity with..."
trn,e12,c10,u013,Ross Geller,sad,"[['Buddy', ',', 'my', 'monkey', ',', 'my', 'monkey', '.']]","Buddy, my monkey, my monkey."
trn,e12,c10,u014,Janitor,powerful,"[['Word', 'on', 'the', 'street', '-', 'well', ',', 'when', 'I', 'say', 'street', ',', 'I', 'mean', 'those', 'little', 'pretend', 'streets', 'they', 'have', 'here', 'at', 'the', 'zoo', '.']]","Word on the street - well, when I say street, I mean those little pretend streets they have here at the zoo."
trn,e12,c10,u015,Ross Geller,neutral,"[['Of', 'course', '.']]",Of course.
trn,e12,c10,u016,Janitor,neutral,"[['Your', 'monkey', 'found', 'a', 'new', 'career', ',', 'in', 'the', 'entertainment', 'field', '.'], ['That', ""'s"", 'all', 'I', 'know', '.']]","Your monkey found a new career, in the entertainment field. That's all I know."
trn,e12,c10,u017,Ross Geller,scared,"[['This', 'is', 'unbelievable', '.']]",This is unbelievable.
trn,e12,c10,u018,Janitor,powerful,"[['So', ',', 'what', 'is', 'this', 'information', 'worth', 'to', 'you', ',', 'my', 'friend', '?']]","So, what is this information worth to you, my friend?"
trn,e12,c10,u019,Ross Geller,sad,"[['Are', 'you', 'trying', 'to', 'get', 'me', 'to', 'bribe', 'you', '?']]",Are you trying to get me to bribe you?
trn,e12,c10,u020,Janitor,neutral,"[['Maybe', '.']]",Maybe.
trn,e12,c10,u021,Ross Geller,neutral,"[['But', 'you', 'already', 'told', 'me', 'everything', '.']]",But you already told me everything.
trn,e12,c11,u002,Ross Geller,joy,"[['Check', 'it', 'out', ',', 'he', 'actually', 'is', 'the', 'MonkeyShine', 'monkey', '.']]","Check it out, he actually is the MonkeyShine monkey."
trn,e12,c11,u003,Rachel Green,neutral,"[['Well', ',', 'so', 'what', ""'re"", 'you', 'gon', 'na', 'do', '?']]","Well, so what're you gonna do?"
trn,e12,c11,u004,Ross Geller,neutral,"[['Well', ',', 'I', 'guess', 'I', ""'m"", 'gon', 'na', 'call', 'the', 'beer', 'company', 'and', 'try', 'to', 'find', 'out', 'where', 'he', 'is', '.']]","Well, I guess I'm gonna call the beer company and try to find out where he is."
trn,e12,c11,u005,Chandler Bing,neutral,"[['That', ""'s"", 'what', 'I', 'did', 'when', 'I', 'lost', 'my', 'Clydesdales', '.']]",That's what I did when I lost my Clydesdales.
trn,e12,c11,u006,Phoebe Buffay,neutral,"[['OK', ',', 'hi', 'again', '.']]","OK, hi again."
trn,e12,c11,u007,#ALL#,neutral,"[['Hi', 'Phoebe', '.']]",Hi Phoebe.
trn,e12,c11,u008,Phoebe Buffay,joy,"[['Today', 'we', ""'re"", 'gon', 'na', 'start', 'with', 'some', 'songs', 'about', 'barnyard', 'animals', '.'], ['Oh', ',', 'the', 'cow', 'in', 'the', 'meadow', 'goes', 'moo', ',', 'Oh', ',', 'the', 'cow', 'in', 'the', 'meadow', 'goes', 'moo', '.'], ['Then', 'the', 'farmer', 'hits', 'him', 'on', 'the', 'head', 'and', 'grinds', 'him', 'up', ',', 'And', 'that', ""'s"", 'how', 'we', 'get', 'hamburgers', '.'], ['Nooowww', ',', 'chickens', '!']]","Today we're gonna start with some songs about barnyard animals. Oh, the cow in the meadow goes moo, Oh, the cow in the meadow goes moo. Then the farmer hits him on the head and grinds him up, And that's how we get hamburgers. Nooowww, chickens!"
trn,e12,c13,u002,Phoebe Buffay,angry,"[['Fired', '!'], ['Why', '?']]",Fired! Why?
trn,e12,c13,u003,Rob,sad,"[['The', 'library', 'board', 'has', 'had', 'a', 'lot', 'of', 'complaints', 'from', 'parents', 'about', 'some', 'of', 'the', 'stuff', 'in', 'your', 'songs', '.']]",The library board has had a lot of complaints from parents about some of the stuff in your songs.
trn,e12,c13,u004,Phoebe Buffay,angry,"[['I', 'ca', ""n't"", 'believe', 'it', '.'], ['Did', 'you', 'tell', 'your', 'board', 'about', 'how', 'kids', 'want', 'to', 'hear', 'the', 'truth', '?']]",I can't believe it. Did you tell your board about how kids want to hear the truth?
trn,e12,c13,u005,Rob,neutral,"[['No', '.']]",No.
trn,e12,c13,u006,Phoebe Buffay,neutral,"[['I', 'see', '.']]",I see.
trn,e12,c13,u007,Rob,neutral,"[['Maybe', 'if', 'you', 'just', 'played', 'some', 'regular', 'kiddie', 'songs', '.']]",Maybe if you just played some regular kiddie songs.
trn,e12,c13,u008,Phoebe Buffay,angry,"[['No', '.'], ['What', 'do', 'you', ',', 'what', 'do', 'you', 'want', 'me', 'to', 'be', ',', 'like', 'some', 'stupid', ',', 'big', ',', 'like', ',', 'purple', 'dinosaur', '?']]","No. What do you, what do you want me to be, like some stupid, big, like, purple dinosaur?"
trn,e12,c13,u009,Rob,neutral,"[['I', ""'m"", 'not', 'saying', 'you', 'have', 'to', 'be', 'Barney', '.']]",I'm not saying you have to be Barney.
trn,e12,c13,u010,Phoebe Buffay,neutral,"[['Who', ""'s"", 'Barney', '.']]",Who's Barney.
trn,e12,c14,u002,Ross Geller,joy,"[['Well', ',', 'I', 'tracked', 'down', 'Marcel', 'and', 'get', 'this', ',', 'he', ""'s"", 'healthy', ',', 'he', ""'s"", 'happy', ',', 'and', 'he', ""'s"", 'right', 'here', 'in', 'New', 'York', 'filming', 'Outbreak', 'II', '-', 'The', 'Virus', 'Takes', 'Manhattan', '.']]","Well, I tracked down Marcel and get this, he's healthy, he's happy, and he's right here in New York filming Outbreak II - The Virus Takes Manhattan."
trn,e12,c14,u003,Rachel Green,joy,"[['You', ""'re"", 'kidding', '.']]",You're kidding.
trn,e12,c14,u004,Joey Tribbiani,joy,"[['This', 'is', 'amazing', '.']]",This is amazing.
trn,e12,c14,u005,Ross Geller,joy,"[['I', 'know', '.']]",I know.
trn,e12,c14,u006,Joey Tribbiani,sad,"[['I', 'finally', 'get', 'a', 'part', 'on', 'TV', 'and', 'the', 'monkey', ""'s"", 'makin', ""'"", 'movies', '.']]",I finally get a part on TV and the monkey's makin' movies.
trn,e12,c14,u007,Phoebe Buffay,peaceful,"[['OK', ',', 'Rachel', ',', 'I', ""'m"", 'ready', '.']]","OK, Rachel, I'm ready."
trn,e12,c14,u008,Rachel Green,neutral,"[['OK', '.']]",OK.
trn,e12,c14,u009,Kid,joy,"[['Excuse', 'me', '.'], ['Is', 'this', 'where', 'the', 'singing', 'lady', 'is', 'that', 'tells', 'the', 'truth', '?']]",Excuse me. Is this where the singing lady is that tells the truth?
trn,e12,c14,u010,Phoebe Buffay,peaceful,"[['Um', ',', 'yeah', 'I', 'guess', 'that', ""'s"", 'me', '.']]","Um, yeah I guess that's me."
trn,e12,c14,u011,Kid,joy,"[['She', ""'s"", 'here', '.']]",She's here.
trn,e12,c14,u012,Phoebe Buffay,joy,"[['Sometimes', 'men', 'love', 'women', ',', 'sometimes', 'men', 'love', 'men', ',', 'and', 'then', 'there', 'are', 'bisexuals', ',', 'though', 'some', 'just', 'say', 'they', ""'re"", 'kidding', 'themselves', '.'], ['la', 'la', '-', 'la', '-', 'la', 'la', '-', 'la', '-', 'la', '-', 'la', '-', 'la', '-', 'la', '-', 'la', '...']]","Sometimes men love women, sometimes men love men, and then there are bisexuals, though some just say they're kidding themselves. la la-la-la la-la-la-la-la-la-la..."
trn,e12,c15,u002,Ross Geller,joy,"[['This', 'is', 'so', 'exciting', ',', 'I', 'have', ""n't"", 'seen', 'my', 'monkey', 'in', 'almost', 'a', 'year', '.']]","This is so exciting, I haven't seen my monkey in almost a year."
trn,e12,c15,u003,Chandler Bing,joy,"[['What', ',', 'you', 'never', 'look', 'down', 'in', 'the', 'shower', '?'], ['Oh', 'please', '.'], ['I', ""'m"", 'not', 'allowed', 'to', 'make', 'one', 'joke', 'in', 'the', 'monkey', '-', 'is', '-', 'penis', 'genre', '?']]","What, you never look down in the shower? Oh please. I'm not allowed to make one joke in the monkey-is-penis genre?"
trn,e12,c15,u004,Security Guard,powerful,"[[""C'mon"", 'people', ',', 'back', 'up', 'please', ',', 'back', 'up', ',', ""c'mon"", ',', ""c'mon"", ',', ""c'mon"", ',', ""c'mon"", '.']]","C'mon people, back up please, back up, c'mon, c'mon, c'mon, c'mon."
trn,e12,c15,u005,Ross Geller,neutral,"[['Uh', ',', 'excuse', 'me', ',', 'uh', ',', 'where', 'can', 'we', 'find', 'the', 'monkey', '?']]","Uh, excuse me, uh, where can we find the monkey?"
trn,e12,c15,u006,Security Guard,powerful,"[['I', ""'m"", 'sorry', 'guys', ',', 'closed', 'set', '.']]","I'm sorry guys, closed set."
trn,e12,c15,u007,Ross Geller,scared,"[['Uh', ',', 'I', ""'m"", 'sorry', ',', 'you', 'do', ""n't"", 'understand', ',', 'I', ""'m"", ',', 'I', ""'m"", ',', 'I', ""'m"", 'a', 'friend', 'of', 'his', '.'], ['We', 'uh', ',', 'we', 'used', 'to', 'live', 'together', '.']]","Uh, I'm sorry, you don't understand, I'm, I'm, I'm a friend of his. We uh, we used to live together."
